City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
547,Ballina,AU,2020-08-25 05:54:39,-28.87,153.57,69.8,55,40,9.17,scattered clouds
548,Impfondo,CG,2020-08-25 06:02:00,1.64,18.07,72.46,94,92,1.48,overcast clouds
549,Sibu,MY,2020-08-25 05:59:51,2.3,111.82,89.6,66,40,4.7,scattered clouds
550,Cairns,AU,2020-08-25 06:02:00,-16.92,145.77,80.01,50,98,13.87,overcast clouds
551,Hirara,JP,2020-08-25 06:02:01,24.8,125.28,87.8,79,75,23.04,broken clouds
552,Hirado,JP,2020-08-25 06:02:01,33.36,129.55,95.0,59,20,13.87,few clouds
553,Akureyri,IS,2020-08-25 06:02:01,65.68,-18.09,32.0,75,0,0.16,mist
554,Ossora,RU,2020-08-25 05:57:28,59.24,163.07,52.77,65,93,3.4,overcast clouds
555,Marawi,PH,2020-08-25 05:53:41,8.0,124.29,86.0,73,86,5.99,light rain
556,Thiers,FR,2020-08-25 06:02:01,45.83,3.5,57.2,76,25,3.36,scattered clouds
557,Letlhakane,BW,2020-08-25 06:02:02,-21.42,25.58,64.44,37,0,6.22,clear sky
558,Buriti Bravo,BR,2020-08-25 06:02:02,-5.84,-43.83,69.03,51,1,3.42,clear sky
559,Yenotayevka,RU,2020-08-25 06:02:02,47.25,47.03,72.0,99,0,5.86,clear sky
560,Puerto Ayacucho,VE,2020-08-25 06:02:02,5.66,-67.62,73.4,91,100,2.62,overcast clouds
561,Kulhudhuffushi,MV,2020-08-25 05:56:49,6.62,73.07,82.96,74,67,12.88,broken clouds
562,Bani,DO,2020-08-25 06:02:02,18.28,-70.33,77.0,85,33,3.0,scattered clouds
563,Kalaleh,IR,2020-08-25 06:02:03,37.38,55.49,71.6,82,75,6.89,broken clouds
564,Roblin,CA,2020-08-25 05:55:46,51.23,-101.36,56.28,89,33,20.15,scattered clouds
565,Ahuimanu,US,2020-08-25 06:02:03,21.44,-157.84,82.4,69,20,8.05,few clouds
566,Manicore,BR,2020-08-25 06:02:03,-5.81,-61.3,73.54,51,8,2.33,clear sky
567,Vaitape,PF,2020-08-25 06:02:04,-16.52,-151.75,77.9,81,10,19.73,light rain
568,Tacna,PE,2020-08-25 06:02:04,-18.01,-70.25,52.14,90,65,4.45,broken clouds
569,Sibolga,ID,2020-08-25 06:02:04,1.74,98.78,86.27,64,43,4.63,light rain
570,Zonguldak,TR,2020-08-25 05:58:39,41.25,31.83,64.4,82,0,3.36,clear sky
571,Saint Anthony,US,2020-08-25 05:55:58,45.02,-93.22,77.0,73,75,3.36,broken clouds
572,Namatanai,PG,2020-08-25 05:54:30,-3.67,152.43,83.25,70,29,6.58,scattered clouds
573,San Jose,US,2020-08-25 05:57:45,37.34,-121.89,70.0,77,75,3.36,smoke
574,Araouane,ML,2020-08-25 06:02:05,18.9,-3.53,84.97,57,95,17.74,overcast clouds
575,Murray Bridge,AU,2020-08-25 06:02:05,-35.12,139.27,57.99,67,0,3.06,clear sky
576,Dandong,CN,2020-08-25 06:02:06,40.13,124.39,81.36,81,94,0.67,light rain
577,Kilindoni,TZ,2020-08-25 06:02:06,-7.91,39.67,76.75,77,51,7.85,broken clouds
578,Fez,MA,2020-08-25 06:02:06,34.04,-5.0,71.6,46,20,5.82,few clouds
579,Mandera,KE,2020-08-25 06:02:06,3.94,41.87,82.35,50,67,17.13,broken clouds
580,Baykit,RU,2020-08-25 05:57:50,61.67,96.37,68.67,42,60,8.68,broken clouds
581,Grand Gaube,MU,2020-08-25 05:54:32,-20.01,57.66,73.99,66,31,8.99,scattered clouds
582,Gualeguay,AR,2020-08-25 06:02:07,-33.14,-59.31,63.57,76,80,11.27,broken clouds
583,Cravo Norte,CO,2020-08-25 06:02:07,6.3,-70.2,75.96,85,78,2.77,broken clouds
584,Preobrazheniye,RU,2020-08-25 06:02:07,42.9,133.91,71.55,92,100,6.64,overcast clouds
585,Reno,US,2020-08-25 06:02:08,39.53,-119.81,78.01,27,1,6.93,clear sky
586,Sampit,ID,2020-08-25 06:02:08,-2.53,112.95,83.52,82,8,5.46,moderate rain
587,Rodrigues Alves,BR,2020-08-25 06:02:08,-7.74,-72.65,68.02,81,2,1.68,clear sky
588,Chamonix-Mont-Blanc,FR,2020-08-25 06:02:08,45.92,6.87,55.4,66,44,3.02,scattered clouds
589,Honningsvag,NO,2020-08-25 06:02:08,70.98,25.97,50.0,76,40,23.04,scattered clouds
590,Avera,US,2020-08-25 05:55:12,33.19,-82.53,75.2,95,75,3.36,light rain
591,Rio Tinto,PT,2020-08-25 06:02:09,41.18,-8.56,62.01,100,3,3.58,clear sky
592,Rudnaya Pristan,RU,2020-08-25 06:02:09,44.36,135.81,64.33,93,100,1.9,light rain
593,Sisimiut,GL,2020-08-25 05:54:01,66.94,-53.67,44.53,81,79,0.81,broken clouds
594,Ketchikan,US,2020-08-25 05:54:46,55.34,-131.65,55.4,100,90,10.29,overcast clouds
595,Benin,BJ,2020-08-25 06:02:09,9.5,2.25,68.79,96,100,2.82,overcast clouds
596,Montivilliers,FR,2020-08-25 06:02:10,49.55,0.19,60.8,82,100,11.41,overcast clouds
597,Vao,NC,2020-08-25 05:54:03,-22.67,167.48,68.95,67,0,14.0,clear sky
598,San Juan De Los Morros,VE,2020-08-25 06:02:10,9.91,-67.35,68.5,95,45,1.74,scattered clouds
599,Moa,CU,2020-08-25 06:02:10,20.66,-74.94,80.55,85,38,10.76,light rain
600,Champerico,GT,2020-08-25 05:55:03,14.3,-91.92,66.99,97,100,11.14,moderate rain
601,Port Lincoln,AU,2020-08-25 05:53:25,-34.73,135.87,55.38,63,51,10.36,broken clouds
602,Taksimo,RU,2020-08-25 06:02:11,56.34,114.88,69.42,44,44,2.46,light rain
603,Kargasok,RU,2020-08-25 05:54:14,59.06,80.86,60.44,75,20,3.36,light rain
604,Malchin,DE,2020-08-25 06:02:11,53.73,12.78,57.99,100,75,4.7,broken clouds
605,Staraya Russa,RU,2020-08-25 06:02:11,57.99,31.36,60.69,87,10,6.13,clear sky
606,San Luis,AR,2020-08-25 06:00:57,-33.3,-66.34,52.93,63,78,0.89,broken clouds
607,Montague,US,2020-08-25 05:59:39,42.54,-72.54,69.01,93,6,1.21,clear sky
608,Wilmington,US,2020-08-25 05:54:49,34.23,-77.94,78.8,88,40,5.93,scattered clouds
609,Eyl,SO,2020-08-25 05:55:00,7.98,49.82,85.1,46,59,25.48,broken clouds
610,Bilibino,RU,2020-08-25 05:55:23,68.05,166.44,40.78,88,100,4.21,overcast clouds
611,Maniitsoq,GL,2020-08-25 06:02:13,65.42,-52.9,44.29,80,67,3.36,broken clouds
612,Bailen,ES,2020-08-25 06:02:13,38.1,-3.78,71.01,69,1,1.99,clear sky
613,Srednekolymsk,RU,2020-08-25 06:02:13,67.45,153.68,42.48,73,100,8.95,overcast clouds
614,Florianopolis,BR,2020-08-25 06:02:13,-27.61,-48.5,60.01,100,24,6.93,few clouds
615,Harbour Breton,CA,2020-08-25 06:02:13,47.48,-55.8,59.0,100,2,6.49,clear sky
616,Ruwi,OM,2020-08-25 06:02:14,23.6,58.55,91.4,63,97,3.36,overcast clouds
617,Sokoto,NG,2020-08-25 06:02:14,13.06,5.24,72.14,91,77,8.95,broken clouds
618,Caravelas,BR,2020-08-25 05:53:48,-17.71,-39.25,64.9,88,1,8.93,light rain
619,Helena,US,2020-08-25 06:00:36,46.59,-112.04,75.2,29,1,8.05,haze
620,Garissa,KE,2020-08-25 06:02:15,-0.45,39.64,78.66,62,78,16.8,broken clouds
621,Beringovskiy,RU,2020-08-25 05:54:31,63.05,179.32,51.73,77,46,4.07,scattered clouds
622,Kpandae,GH,2020-08-25 06:02:15,8.47,-0.01,72.41,87,100,3.65,overcast clouds
623,Cayenne,GF,2020-08-25 05:54:10,4.93,-52.33,73.4,100,40,5.84,scattered clouds
624,Mlimba,TZ,2020-08-25 06:02:15,-8.8,35.82,76.17,56,48,5.91,scattered clouds
625,Bandarbeyla,SO,2020-08-25 05:54:51,9.49,50.81,84.07,53,85,30.02,overcast clouds
626,Krasnoselkup,RU,2020-08-25 05:55:17,65.7,82.47,65.95,51,7,3.76,clear sky
627,Kimbe,PG,2020-08-25 05:58:00,-5.55,150.14,83.41,75,41,2.39,light rain
628,Erenhot,CN,2020-08-25 05:54:20,43.65,111.98,84.94,20,5,8.43,clear sky
629,Tarbagatay,RU,2020-08-25 06:02:16,51.48,107.36,68.0,60,40,13.42,thunderstorm
630,Porto San Giorgio,IT,2020-08-25 06:02:16,43.18,13.79,71.01,84,7,3.0,clear sky
631,San Marcos,US,2020-08-25 06:02:17,33.14,-117.17,73.99,78,90,3.36,overcast clouds
632,Hobyo,SO,2020-08-25 05:53:25,5.35,48.53,81.34,64,84,20.47,broken clouds
633,Ozinki,RU,2020-08-25 06:02:17,51.18,49.68,76.51,34,0,7.27,clear sky
634,Krasnoye-Na-Volge,RU,2020-08-25 06:02:17,57.51,41.24,62.6,88,0,8.95,clear sky
635,Gasa,PS,2020-08-25 05:56:32,31.5,34.47,80.01,37,0,1.99,clear sky
636,Malpe,IN,2020-08-25 05:54:59,13.35,74.72,82.4,83,40,3.36,scattered clouds
637,Altay,CN,2020-08-25 05:53:51,47.87,88.12,69.35,39,96,0.49,light rain
638,Makokou,GA,2020-08-25 06:02:18,0.57,12.86,69.62,96,100,3.22,overcast clouds
639,Muisne,EC,2020-08-25 05:55:37,0.6,-80.03,71.49,84,100,10.65,overcast clouds
640,Fuling,CN,2020-08-25 05:56:52,29.7,107.39,85.3,62,54,4.29,broken clouds
641,Harnosand,SE,2020-08-25 06:02:18,62.63,17.94,51.01,86,41,4.7,scattered clouds
642,Kitimat,CA,2020-08-25 06:02:19,54.05,-128.65,55.4,82,40,14.99,scattered clouds
643,Gisborne,NZ,2020-08-25 06:02:19,-38.65,178.0,53.42,82,88,6.93,overcast clouds
644,Narrabri,AU,2020-08-25 06:02:19,-30.32,149.78,60.8,29,0,10.29,clear sky
645,San Miguel,SV,2020-08-25 06:02:19,13.48,-88.18,73.45,93,89,1.32,overcast clouds
646,Ordzhonikidzevskaya,RU,2020-08-25 06:02:19,43.32,45.05,69.8,63,0,2.24,clear sky
647,Tsiroanomandidy,MG,2020-08-25 05:59:32,-18.77,46.03,71.65,51,0,4.27,clear sky
648,Tazovskiy,RU,2020-08-25 05:54:56,67.47,78.7,54.77,90,100,10.29,overcast clouds
649,Huangcun,CN,2020-08-25 06:02:20,30.01,118.4,88.0,94,6,2.68,light rain
650,Gaoual,GN,2020-08-25 06:02:20,11.75,-13.2,72.97,95,100,0.27,overcast clouds
651,Praia Da Vitoria,PT,2020-08-25 05:57:35,38.73,-27.07,73.4,73,20,9.22,few clouds
652,Bang Racham,TH,2020-08-25 06:02:21,14.89,100.32,91.0,36,65,1.99,broken clouds
653,Babati,TZ,2020-08-25 06:02:21,-4.22,35.75,61.84,75,83,3.04,broken clouds
654,Bilma,NE,2020-08-25 05:54:48,18.69,12.92,90.05,41,45,1.57,scattered clouds
655,Severnoye,RU,2020-08-25 05:54:15,56.35,78.36,61.38,71,36,6.67,light rain
656,Tournon-Sur-Rhone,FR,2020-08-25 06:02:21,45.07,4.83,59.0,71,9,2.71,clear sky
657,Klyuchi,RU,2020-08-25 05:57:21,52.27,79.17,67.35,51,100,11.79,overcast clouds
658,Vila,PT,2020-08-25 05:57:10,42.03,-8.16,53.01,87,0,3.0,clear sky
659,Alice Springs,AU,2020-08-25 06:02:22,-23.7,133.88,87.8,10,0,5.82,clear sky
660,Caernarfon,GB,2020-08-25 06:02:22,53.14,-4.27,60.8,87,100,14.99,heavy intensity rain
661,Semirom,IR,2020-08-25 06:02:22,31.42,51.57,66.99,35,0,6.49,clear sky
662,Noumea,NC,2020-08-25 05:54:13,-22.28,166.46,71.6,56,0,11.41,clear sky
663,Saint-Francois,FR,2020-08-25 06:02:22,46.42,3.91,54.0,93,70,3.36,broken clouds
664,Porbandar,IN,2020-08-25 06:02:23,21.64,69.61,83.97,77,82,24.16,moderate rain
665,Opuwo,NA,2020-08-25 05:55:29,-18.06,13.84,65.44,62,55,2.71,broken clouds
666,Voznesenye,RU,2020-08-25 06:02:23,61.01,35.48,60.22,80,56,11.52,broken clouds
667,Wad Madani,SD,2020-08-25 06:02:23,14.4,33.52,81.27,61,97,18.54,overcast clouds
668,Lashio,MM,2020-08-25 06:02:23,22.93,97.75,71.65,98,100,1.25,moderate rain
669,Balti,MD,2020-08-25 06:02:24,47.76,27.93,69.01,90,100,1.99,light rain
670,Inta,RU,2020-08-25 06:02:24,66.03,60.17,54.75,77,100,3.4,light rain
671,Magan,ES,2020-08-25 05:57:02,39.97,-3.93,78.01,51,9,2.28,clear sky
672,Maragogi,BR,2020-08-25 05:57:39,-9.01,-35.22,69.08,79,0,4.52,clear sky
673,Vestmannaeyjar,IS,2020-08-25 05:54:56,63.44,-20.27,50.04,79,39,4.65,scattered clouds
674,Arivonimamo,MG,2020-08-25 06:02:25,-19.02,47.18,60.8,77,75,5.82,broken clouds
675,Orlik,RU,2020-08-25 06:02:25,52.52,99.83,61.84,37,19,1.45,few clouds
676,Lianzhou,CN,2020-08-25 05:58:16,24.78,112.38,95.04,56,12,2.21,light rain
677,Laurinburg,US,2020-08-25 06:00:09,34.77,-79.46,75.2,94,20,7.92,light rain
678,Abha,SA,2020-08-25 06:02:26,18.22,42.51,75.2,49,20,5.82,few clouds
679,Samarai,PG,2020-08-25 05:56:58,-10.62,150.67,78.69,86,95,16.08,light rain
680,Tessalit,ML,2020-08-25 05:54:28,20.2,1.01,80.51,60,9,9.98,clear sky
681,Schladming,AT,2020-08-25 06:02:26,47.39,13.69,52.0,89,0,1.34,clear sky
682,Okitipupa,NG,2020-08-25 06:02:26,6.5,4.78,71.92,92,99,1.05,overcast clouds
683,Nizwa,OM,2020-08-25 06:02:27,22.93,57.53,92.25,44,100,5.84,overcast clouds
684,Waingapu,ID,2020-08-25 06:02:27,-9.66,120.26,86.13,42,0,19.73,clear sky
685,Tanggu,CN,2020-08-25 06:02:27,39.02,117.65,89.6,49,100,4.47,overcast clouds
686,Svetlogorsk,BY,2020-08-25 06:02:27,52.63,29.73,66.54,72,98,1.54,overcast clouds
687,Nouadhibou,MR,2020-08-25 05:57:07,20.93,-17.03,75.2,88,0,5.82,clear sky
688,Gorom-Gorom,BF,2020-08-25 06:02:28,14.44,-0.24,77.22,76,73,5.37,broken clouds
689,Aljezur,PT,2020-08-25 05:58:16,37.32,-8.8,57.99,96,0,1.01,clear sky
690,Great Falls,US,2020-08-25 06:00:14,47.5,-111.3,75.2,33,1,14.99,clear sky
691,Japura,ID,2020-08-25 06:02:29,-0.32,102.35,91.53,43,78,5.44,broken clouds
692,Wheat Ridge,US,2020-08-25 06:02:29,39.77,-105.08,81.0,43,64,7.63,broken clouds
693,Inhambane,MZ,2020-08-25 05:57:51,-23.86,35.38,73.6,70,0,11.27,clear sky
694,Kem,RU,2020-08-25 06:02:29,64.96,34.58,56.08,68,88,13.62,overcast clouds
695,Yashkul,RU,2020-08-25 06:02:30,46.17,45.34,78.91,25,0,6.98,clear sky
696,Port Keats,AU,2020-08-25 06:02:30,-14.25,129.55,91.85,20,0,2.66,clear sky
697,Havoysund,NO,2020-08-25 05:57:56,71.0,24.66,50.0,76,40,23.04,scattered clouds
